student_id,question_id,ability,difficulty,answered_correctly
814,23,3.692264474915013,-0.233550055,TRUE
252,35,-1.149490891,1.257043983523915,FALSE
409,44,2.8902956688076107,1.5456498421508513,TRUE
538,29,0.21187060438221356,0.3602240644577407,FALSE
726,7,-0.658895361,-1.214317852,TRUE
244,18,0.4042016866101192,-0.482900724,TRUE
898,19,-4.352884639,-0.147794374,FALSE
990,22,-1.39638573,0.13139210128656456,FALSE
635,2,-1.544696061,-1.920776692,TRUE
418,12,-2.560207497,-1.353509432,FALSE
799,31,-0.438038949,0.5839399332554593,FALSE
768,32,0.7206876937669708,0.6215775891734262,TRUE
362,26,1.487663978,0.11358247325044898,TRUE
525,34,2.708707586704339,0.48038672666148463,TRUE
856,26,-1.764513924,0.11358247325044898,FALSE
166,43,-0.415330014,1.774445697441256,FALSE
262,4,1.4222224800043657,-1.493058251,TRUE
584,38,,1.4040421045647595,FALSE
960,43,-1.13949788,1.774445697441256,FALSE
699,29,-2.603512253,0.3602240644577407,FALSE
840,30,2.1380002492112617,0.9529788135005979,TRUE
257,39,-2.12212747,1.1636307929604386,FALSE
632,17,1.0140826440288504,-0.524006043,TRUE
362,32,1.487663978,0.6215775891734262,TRUE
138,5,-1.646877886,-1.232535744,FALSE
829,28,-1.827527382,-0.008786664,FALSE
514,8,1.1900971999738872,-0.753789695,TRUE
918,24,-2.576221637,-0.319204562,FALSE
133,11,-0.841122595,-0.500169793,FALSE
376,24,-3.414685781,-0.319204562,FALSE
360,5,-0.254756613,-1.232535744,TRUE
329,34,2.7986290306830703,0.48038672666148463,TRUE
346,4,1.0142924914978937,-1.493058251,TRUE
267,23,-0.151464064,-0.233550055,TRUE
986,41,2.615353421842594,1.4690580457400677,TRUE
744,18,-1.426469853,-0.482900724,FALSE
2,17,-0.262677488,-0.524006043,TRUE
248,30,-1.04817079,0.9529788135005979,FALSE
306,39,-4.49411974,1.1636307929604386,FALSE
458,39,-3.085434076,1.1636307929604386,FALSE
297,32,-0.996051773,0.6215775891734262,FALSE
891,13,0.6763672267613607,-0.992200366,TRUE
693,15,-1.896447393,-0.735086496,FALSE
598,4,1.3993285416169425,-1.493058251,TRUE
662,19,2.765325021086891,-0.147794374,TRUE
619,31,-2.167441494,0.5839399332554593,FALSE
729,22,-2.010581646,0.13139210128656456,FALSE
519,25,1.6391314740276628,0.22703748175873567,TRUE
570,10,-4.236391509,-0.73044141,FALSE
740,30,0.031228229650769074,0.9529788135005979,FALSE
371,5,-0.736447015,-1.232535744,TRUE
899,10,2.1214368808898767,-0.73044141,TRUE
807,17,-0.881267108,-0.524006043,FALSE
99,6,1.4187042398495597,-1.717550796,TRUE
520,2,1.7568843390966955,-1.920776692,TRUE
652,26,0.5330310106404271,0.11358247325044898,TRUE
586,27,-0.273394117,0.29553922230822394,FALSE
410,40,-0.665288852,1.5727927251217235,FALSE
395,31,-1.195776076,0.5839399332554593,FALSE
202,23,1.056049901797674,-0.233550055,TRUE
727,43,-3.602579927,1.774445697441256,FALSE
350,7,-0.291352418,-1.214317852,TRUE
559,39,3.0023954134834447,1.1636307929604386,TRUE
308,30,3.3129221176701917,0.9529788135005979,TRUE
842,29,-0.488752564,0.3602240644577407,FALSE
195,40,2.470459230787049,1.5727927251217235,TRUE
909,14,-1.220832829,-0.874026627,FALSE
751,18,1.2389449638118253,-0.482900724,TRUE
332,27,-3.247999275,0.29553922230822394,FALSE
668,21,3.8487067988283465,-0.374363072,TRUE
408,4,1.048753775007704,-1.493058251,TRUE
123,43,-2.730279018,1.774445697441256,FALSE
330,34,-0.834721575,0.48038672666148463,FALSE
115,43,-2.306338645,1.774445697441256,FALSE
701,3,3.097606833303008,-1.772619417,TRUE
823,39,-0.282907563,1.1636307929604386,FALSE
990,41,,1.4690580457400677,FALSE
244,11,0.4042016866101192,-0.500169793,TRUE
215,7,3.049177738585729,-1.214317852,TRUE
563,7,1.9475258446070882,-1.214317852,TRUE
1000,43,-3.40189189,1.774445697441256,FALSE
43,24,-4.696738618,-0.319204562,FALSE
911,20,-2.694178027,,FALSE
80,17,4.115380412458496,-0.524006043,TRUE
781,20,2.9963619092596305,-0.295328205,TRUE
316,4,-0.433304499,-1.493058251,TRUE
916,3,-0.089680216,-1.772619417,TRUE
66,3,-3.087821134,-1.772619417,FALSE
628,7,-0.92952155,-1.214317852,TRUE
803,25,-0.44811066,0.22703748175873567,FALSE
379,2,-0.985873145,-1.920776692,TRUE
262,29,1.4222224800043657,0.3602240644577407,TRUE
454,6,1.8128519888890977,-1.717550796,TRUE
166,16,-0.415330014,-0.880223853,TRUE
603,31,0.5402241590561216,0.5839399332554593,FALSE
467,2,-0.287684175,-1.920776692,TRUE
162,4,3.0914471240452195,-1.493058251,TRUE
768,3,0.7206876937669708,,TRUE
494,39,-0.952179573,1.1636307929604386,FALSE
998,13,-2.102827907,-0.992200366,FALSE
859,36,1.4379473581368543,1.0699160541064936,TRUE
79,34,0.39222443218854586,0.48038672666148463,FALSE
377,30,0.7945275533521696,0.9529788135005979,FALSE
33,21,3.889485397433206,-0.374363072,TRUE
366,34,1.9229198114434485,0.48038672666148463,TRUE
187,4,-0.933551675,-1.493058251,TRUE
967,44,-0.320325879,1.5456498421508513,FALSE
411,13,2.0163676444889322,-0.992200366,TRUE
818,44,,1.5456498421508513,FALSE
972,15,0.052785789,-0.735086496,TRUE
584,10,0.31034594130083615,-0.73044141,TRUE
613,40,-1.494277654,1.5727927251217235,FALSE
347,12,1.8138746216588844,-1.353509432,TRUE
574,34,0.8307033926999134,0.48038672666148463,TRUE
199,13,-0.710861749,-0.992200366,TRUE
332,5,-3.247999275,-1.232535744,FALSE
819,45,0.013001275599028195,1.1726564086836633,FALSE
495,13,-1.086151239,-0.992200366,FALSE
102,33,-1.01608351,0.9042782405648162,FALSE
780,20,-0.849546002,-0.295328205,FALSE
621,29,1.4429408697622652,0.3602240644577407,TRUE
917,45,-2.017649128,1.1726564086836633,FALSE
312,23,-0.169328998,-0.233550055,TRUE
156,33,-0.841280174,0.9042782405648162,FALSE
685,32,0.2296510783156807,0.6215775891734262,FALSE
814,3,3.692264474915013,-1.772619417,TRUE
333,44,1.664525649583982,1.5456498421508513,TRUE
84,7,-2.679624156,-1.214317852,FALSE
860,28,-0.082145459,-0.008786664,FALSE
476,3,4.321420983613362,-1.772619417,TRUE
512,32,-0.334436817,0.6215775891734262,FALSE
880,39,,1.1636307929604386,TRUE
620,9,-2.165681616,,FALSE
491,36,-0.504689444,1.0699160541064936,FALSE
473,32,0.5307672544217885,0.6215775891734262,FALSE
722,36,5.519018130968382,1.0699160541064936,TRUE
670,1,-2.746357426,-2.157521679,FALSE
96,34,4.230721483983376,0.48038672666148463,TRUE
74,45,4.069092357382715,1.1726564086836633,TRUE
732,19,0.5637361828734003,-0.147794374,TRUE
970,9,-0.536076639,-0.870724786,TRUE
222,12,2.6124329911185318,,TRUE
898,37,-4.352884639,0.7457448651100267,FALSE
576,23,-0.178019771,-0.233550055,TRUE
896,31,1.6416873172080966,0.5839399332554593,TRUE
774,5,-2.544074275,-1.232535744,FALSE
641,41,0.2889234219445842,1.4690580457400677,FALSE
256,41,0.14590743804429018,1.4690580457400677,FALSE
543,1,-1.725411265,-2.157521679,TRUE
316,28,-0.433304499,-0.008786664,FALSE
20,30,1.3121242265050417,0.9529788135005979,TRUE
952,32,0.910434464,0.6215775891734262,TRUE
560,4,-2.823019469,-1.493058251,FALSE
949,1,-0.648643546,-2.157521679,TRUE
654,1,2.5704232804291403,-2.157521679,TRUE
9,3,-3.104761031,-1.772619417,FALSE
72,17,-0.949516578,-0.524006043,FALSE
469,20,-0.23507616,-0.295328205,TRUE
735,34,0.761271802,0.48038672666148463,TRUE
891,3,0.6763672267613607,-1.772619417,TRUE
532,18,-0.6426314,-0.482900724,FALSE
522,41,0.5983565632705099,1.4690580457400677,FALSE
394,37,5.546611467672803,0.7457448651100267,TRUE
922,9,3.3110154902047633,-0.870724786,TRUE
115,14,-2.306338645,-0.874026627,FALSE
584,30,0.31034594130083615,0.9529788135005979,FALSE
621,41,1.4429408697622652,1.4690580457400677,FALSE
893,45,-2.051571456,1.1726564086836633,FALSE
861,6,0.1313532671929275,-1.717550796,TRUE
812,19,-5.751697888,-0.147794374,FALSE
933,15,-2.216141718,-0.735086496,FALSE
850,16,-0.982048257,-0.880223853,FALSE
433,32,-1.279316077,0.6215775891734262,FALSE
231,37,1.0688687083888126,0.7457448651100267,TRUE
538,28,0.21187060438221356,-0.008786664,TRUE
140,44,-1.123582874,1.5456498421508513,FALSE
980,22,-3.593067788,0.13139210128656456,FALSE
902,43,0.5361268077697774,1.774445697441256,FALSE
897,10,-1.382571341,-0.73044141,FALSE
908,14,1.5319497285325192,-0.874026627,TRUE
375,38,-0.396320463,1.4040421045647595,FALSE
266,20,0.21455268746561407,-0.295328205,TRUE
373,10,-0.655225813,-0.73044141,TRUE
53,38,4.658824063021979,1.4040421045647595,TRUE
571,5,0.27101068990978067,-1.232535744,TRUE
628,35,-0.92952155,1.257043983523915,FALSE
517,22,1.8409232667838236,0.13139210128656456,TRUE
77,44,3.4091114380956276,1.5456498421508513,TRUE
626,30,-0.307404463,0.9529788135005979,FALSE
534,23,-0.100929181,-0.233550055,TRUE
323,22,-0.915521487,0.13139210128656456,FALSE
279,32,-0.652244193,0.6215775891734262,FALSE
122,1,-0.374519796,-2.157521679,TRUE
55,14,3.8034330547419057,-0.874026627,TRUE
30,23,-2.123286192,-0.233550055,FALSE
560,27,-2.823019469,0.29553922230822394,FALSE
261,28,1.702225911811353,-0.008786664,TRUE
681,9,-0.669020712,-0.870724786,TRUE
497,10,-0.949148187,-0.73044141,FALSE
425,19,5.191717947785161,-0.147794374,TRUE
351,6,3.0521159348709044,-1.717550796,TRUE
440,36,0.32434579418993154,1.0699160541064936,FALSE
930,6,2.2758183635755516,-1.717550796,TRUE
37,11,-5.302896267,-0.500169793,FALSE
405,43,2.9223732813337433,1.774445697441256,TRUE
34,35,-0.756414014,1.257043983523915,FALSE
848,15,-0.24203487,-0.735086496,TRUE
51,15,-0.314072745,-0.735086496,TRUE
201,4,-1.064500596,-1.493058251,TRUE
951,33,0.8021034502731671,0.9042782405648162,FALSE
643,21,-2.422815479,-0.374363072,FALSE
834,27,-0.625788492,,FALSE
913,45,-2.676864483,1.1726564086836633,FALSE
470,37,0.035518143,0.7457448651100267,FALSE
289,32,-1.611084886,0.6215775891734262,FALSE
342,33,-0.068254534,0.9042782405648162,FALSE
608,32,2.6305742870717364,0.6215775891734262,TRUE
378,5,3.6338385761953815,-1.232535744,TRUE
702,11,3.724292434591918,-0.500169793,TRUE
39,39,-1.853147689,1.1636307929604386,FALSE
352,6,-4.255265928,-1.717550796,FALSE
591,23,2.203117624493155,-0.233550055,TRUE
819,2,0.013001275599028195,-1.920776692,TRUE
468,43,-0.477242075,1.774445697441256,FALSE
445,1,-0.70518312,-2.157521679,TRUE
731,40,-0.732278869,1.5727927251217235,FALSE
815,18,-2.278793697,-0.482900724,FALSE
42,34,-2.415691659,0.48038672666148463,FALSE
990,30,-1.39638573,0.9529788135005979,FALSE
910,10,1.8772343135832292,-0.73044141,TRUE
618,30,3.171960898170105,0.9529788135005979,TRUE
643,4,,-1.493058251,FALSE
138,33,-1.646877886,0.9042782405648162,FALSE
790,19,1.9503341551037747,-0.147794374,TRUE
260,15,-3.178740265,-0.735086496,FALSE
250,41,1.584916848035654,1.4690580457400677,TRUE
820,22,-1.715625234,0.13139210128656456,FALSE
368,21,-3.196396676,-0.374363072,FALSE
811,1,-2.684836321,-2.157521679,FALSE
928,26,2.9819146861541066,0.11358247325044898,TRUE
557,23,-1.393687256,-0.233550055,FALSE
271,28,-1.293782313,-0.008786664,FALSE
422,20,-1.054261913,-0.295328205,FALSE
928,43,2.9819146861541066,1.774445697441256,TRUE
415,35,0.8165587558129102,1.257043983523915,FALSE
176,23,1.9170436465957055,-0.233550055,TRUE
978,25,-4.4285361,0.22703748175873567,FALSE
292,21,0.3237095742862237,,TRUE
239,4,2.189301565265337,-1.493058251,TRUE
451,30,3.371985544,0.9529788135005979,TRUE
720,35,-0.384711483,1.257043983523915,FALSE
110,16,1.5155725614646918,-0.880223853,TRUE
620,31,-2.165681616,0.5839399332554593,FALSE
146,5,-0.899592969,-1.232535744,TRUE
209,29,-3.491533546,0.3602240644577407,FALSE
998,28,-2.102827907,-0.008786664,FALSE
908,1,1.5319497285325192,-2.157521679,TRUE
724,23,0.6154359540969018,-0.233550055,TRUE
728,17,-1.644872904,-0.524006043,FALSE
229,30,-1.376645521,0.9529788135005979,FALSE
419,2,2.563650716907232,-1.920776692,TRUE
966,4,1.8893031368283144,-1.493058251,TRUE
391,5,0.4607351722437514,-1.232535744,TRUE
232,10,0.6511161474191778,-0.73044141,TRUE
837,33,1.603586333087517,0.9042782405648162,TRUE
843,14,0.36826006996112204,-0.874026627,TRUE
900,39,-1.824181461,1.1636307929604386,FALSE
845,14,2.0107798228716747,-0.874026627,TRUE
576,21,-0.178019771,-0.374363072,TRUE
459,2,-0.312312797,-1.920776692,TRUE
247,9,3.564199174439309,-0.870724786,TRUE
91,11,0.1662293499830032,-0.500169793,TRUE
836,3,-0.708913067,-1.772619417,TRUE
508,44,-2.639480084,1.5456498421508513,FALSE
252,32,-1.149490891,0.6215775891734262,FALSE
361,13,3.713673478101869,-0.992200366,TRUE
583,33,4.147673045956129,0.9042782405648162,TRUE
977,8,-1.747436769,-0.753789695,FALSE
912,2,-2.326777163,-1.920776692,FALSE
559,43,3.0023954134834447,1.774445697441256,TRUE
725,36,0.6904504273096307,1.0699160541064936,FALSE
295,39,-1.289735712,1.1636307929604386,FALSE
200,39,2.1812609994115815,1.1636307929604386,TRUE
689,12,,-1.353509432,TRUE
805,38,1.5191610689905746,1.4040421045647595,TRUE
353,22,2.6579054515360783,0.13139210128656456,TRUE
155,31,-1.37942763,0.5839399332554593,FALSE
843,32,0.36826006996112204,0.6215775891734262,FALSE
345,42,-0.613054761,1.2110658410311694,FALSE
102,12,-1.01608351,-1.353509432,TRUE
825,18,-0.463449205,-0.482900724,TRUE
432,7,-3.217943309,-1.214317852,FALSE
809,5,-2.333835423,-1.232535744,FALSE
136,36,-0.736017905,1.0699160541064936,FALSE
92,37,-2.382569637,0.7457448651100267,FALSE
456,40,1.3625107424026794,1.5727927251217235,FALSE
153,6,1.2491536547304996,-1.717550796,TRUE
52,45,2.2231323529191065,1.1726564086836633,TRUE
683,34,-0.022233668,0.48038672666148463,FALSE
371,27,-0.736447015,0.29553922230822394,FALSE
102,4,-1.01608351,-1.493058251,TRUE
639,28,-0.780156285,-0.008786664,FALSE
333,38,1.664525649583982,1.4040421045647595,TRUE
957,41,0.3097056808553556,1.4690580457400677,FALSE
829,11,-1.827527382,-0.500169793,FALSE
776,26,0.8738584750349772,,TRUE
664,44,3.165218075740242,1.5456498421508513,TRUE
247,4,3.564199174439309,-1.493058251,TRUE
976,4,-3.286594908,-1.493058251,FALSE
500,14,3.3991167831837528,-0.874026627,TRUE
824,21,,-0.374363072,FALSE
548,3,1.7647740008450052,-1.772619417,TRUE
843,37,0.36826006996112204,0.7457448651100267,FALSE
355,4,1.524696656241082,-1.493058251,TRUE
81,35,-1.698490303,1.257043983523915,FALSE
272,23,0.880197112,-0.233550055,TRUE
170,8,2.5811450894055508,-0.753789695,TRUE
952,25,0.910434464,0.22703748175873567,TRUE
953,25,-2.874510609,0.22703748175873567,FALSE
922,20,3.3110154902047633,-0.295328205,TRUE
247,37,3.564199174439309,0.7457448651100267,TRUE
880,7,1.336174996390035,-1.214317852,TRUE
388,41,-0.260039014,1.4690580457400677,FALSE
228,41,0.8112087447168181,1.4690580457400677,FALSE
7,13,2.190667247095612,-0.992200366,TRUE
157,31,-3.475513334,0.5839399332554593,FALSE
559,28,3.0023954134834447,-0.008786664,TRUE
66,29,-3.087821134,0.3602240644577407,FALSE
638,38,0.26252723862502164,1.4040421045647595,FALSE
82,6,4.685043669,-1.717550796,TRUE
106,26,0.7794558366843098,0.11358247325044898,TRUE
504,4,-2.372654069,-1.493058251,FALSE
671,9,2.4930420990806224,-0.870724786,TRUE
857,3,-0.183202452,-1.772619417,TRUE
746,26,-3.412468389,0.11358247325044898,FALSE
384,26,1.0864096337732048,0.11358247325044898,TRUE
422,14,-1.054261913,-0.874026627,FALSE
416,25,2.1753588194455125,0.22703748175873567,TRUE
810,18,-3.491153209,-0.482900724,FALSE
393,33,-2.625137176,0.9042782405648162,FALSE
75,40,-1.67862897,1.5727927251217235,FALSE
396,3,-1.104769239,-1.772619417,TRUE
913,13,-2.676864483,-0.992200366,FALSE
519,13,1.6391314740276628,-0.992200366,TRUE
715,5,-1.885122334,-1.232535744,FALSE
444,32,2.1893899745767738,0.6215775891734262,TRUE
938,13,-1.651381755,-0.992200366,FALSE
160,24,-0.351314875,-0.319204562,FALSE
328,33,-0.439425165,0.9042782405648162,FALSE
260,37,-3.178740265,0.7457448651100267,FALSE
599,41,-0.087716804,1.4690580457400677,FALSE
82,12,4.685043669,-1.353509432,TRUE
21,36,0.30887118128008706,1.0699160541064936,FALSE
776,28,0.8738584750349772,-0.008786664,TRUE
17,35,1.4208584169456469,1.257043983523915,TRUE
466,35,-1.902441565,1.257043983523915,FALSE
321,17,0.073372694,-0.524006043,TRUE
338,32,-1.25582373,0.6215775891734262,FALSE
394,43,5.546611467672803,1.774445697441256,TRUE
831,22,1.1184141708421507,0.13139210128656456,TRUE
988,45,-2.861337186,1.1726564086836633,FALSE
869,8,0.10506655867646386,-0.753789695,TRUE
842,38,-0.488752564,1.4040421045647595,FALSE
996,39,-2.727084524,1.1636307929604386,FALSE
974,3,1.2693663784618172,-1.772619417,TRUE
620,25,-2.165681616,0.22703748175873567,FALSE
506,10,0.028798477994939287,-0.73044141,TRUE
292,12,0.3237095742862237,-1.353509432,TRUE
885,28,-2.834430567,-0.008786664,FALSE
244,45,0.4042016866101192,1.1726564086836633,FALSE
268,21,2.776575901037722,-0.374363072,TRUE
334,34,2.5928174629845167,0.48038672666148463,TRUE
277,41,,1.4690580457400677,FALSE
259,35,0.3578120232000106,1.257043983523915,FALSE
730,1,3.201768947862759,-2.157521679,TRUE
665,25,-3.413127453,0.22703748175873567,FALSE
394,8,5.546611467672803,-0.753789695,TRUE
612,4,-0.862933539,-1.493058251,TRUE
440,28,0.32434579418993154,-0.008786664,TRUE
154,44,-1.836165373,1.5456498421508513,FALSE
132,18,-0.270157142,-0.482900724,TRUE
327,27,-1.762049009,0.29553922230822394,FALSE
723,41,2.463936843622097,1.4690580457400677,TRUE
530,14,-1.910005657,-0.874026627,FALSE
999,43,-3.216818472,1.774445697441256,FALSE
103,3,-2.874462903,,FALSE
895,44,1.6967672416762827,1.5456498421508513,TRUE
630,30,-1.677222698,0.9529788135005979,FALSE
777,23,1.269137084377083,-0.233550055,TRUE
950,22,,0.13139210128656456,FALSE
341,39,-0.203574782,1.1636307929604386,FALSE
71,26,-3.452863464,0.11358247325044898,FALSE
380,18,2.440539642227963,-0.482900724,TRUE
983,26,-2.267708922,0.11358247325044898,FALSE
169,41,-1.08913829,1.4690580457400677,FALSE
768,41,0.7206876937669708,1.4690580457400677,FALSE
276,12,0.015713418487362858,-1.353509432,TRUE
341,5,-0.203574782,-1.232535744,TRUE
887,6,-0.040135711,-1.717550796,TRUE
139,25,0.48438281279810463,0.22703748175873567,TRUE
260,5,-3.178740265,-1.232535744,FALSE
528,16,1.5415404406435087,-0.880223853,TRUE
680,14,0.9684578298444207,-0.874026627,TRUE
100,7,-0.616077178,-1.214317852,TRUE
810,34,-3.491153209,0.48038672666148463,FALSE
